activity_name,activity_type,activity_category,pipeline_name,factory_name,factory_type,subscription_id,subscription_name,ir_type,linked_service,depends_on
Wait Until Job Completes,Until,ControlFlow,Databricks - Run Serverless Notebook v2,fe-cis-imrans-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Check Job Status,IfCondition,ControlFlow,Databricks - Run Serverless Notebook v2,fe-cis-imrans-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Get Job Run URL,WebActivity,DataAccess,Databricks - Run Serverless Notebook v2,fe-cis-imrans-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Set Run Page URL,SetVariable,ControlFlow,Databricks - Run Serverless Notebook v2,fe-cis-imrans-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Get Job Output,WebActivity,DataAccess,Databricks - Run Serverless Notebook v2,fe-cis-imrans-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Set Notebook Output Result,SetVariable,ControlFlow,Databricks - Run Serverless Notebook v2,fe-cis-imrans-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Run Standard mode Serverless Job from ADF,Unknown,Unknown,ADF and Standard mode,Test-Databricks-Workflows-RunNow,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,AzureDatabricks2,[]
InitNotebook,DatabricksNotebook,Transformation,new_pipeline,maps-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Execute Workflow Run API,WebActivity,DataAccess,Databricks - Trigger Workflow_ire,fe-cis-imrans-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Wait Until Job Completes,Until,ControlFlow,Databricks - Trigger Workflow_ire,fe-cis-imrans-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Check Job Status,IfCondition,ControlFlow,Databricks - Trigger Workflow_ire,fe-cis-imrans-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Get Job Run URL,WebActivity,DataAccess,Databricks - Trigger Workflow_ire,fe-cis-imrans-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Set Run Page URL,SetVariable,ControlFlow,Databricks - Trigger Workflow_ire,fe-cis-imrans-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Execute Pipeline1,ExecutePipeline,ControlFlow,Serverless Pipeline,fe-cis-imrans-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Run Perf-opt mode Serverless Job from ADF,Unknown,Unknown,ADF and Perf-opt mode,Test-Databricks-Workflows-RunNow,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,AzureDatabricks2,[]
Job1,Unknown,Unknown,ServerlessPipeline,maps-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,Databricks_Linked_Service_For_Job_pool,[]
thhart-filter-pii-pipeline,DatabricksNotebook,Transformation,thhart-filter-pii-pipeline,thhart-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
thhart-ocr-notebook,DatabricksNotebook,Transformation,thhart-ocr-pipeline,thhart-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Run Databricks Job,Unknown,Unknown,pipeline_run_workflow,adf-onno-test,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,AzureDatabricks1,[]
Copy_x9k,Copy,DataMovement,CopyPipeline_x9k,mm-test-df,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Copy blob to blob,Copy,DataMovement,pipeline1,ADF-kmati,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Delete from source,Delete,DataAccess,pipeline1,ADF-kmati,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Initial_datagen,DatabricksNotebook,Transformation,lineage_issue_repro,adf-travislongwell,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Apples,DatabricksNotebook,Transformation,lineage_issue_repro,adf-travislongwell,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Bananas,DatabricksNotebook,Transformation,lineage_issue_repro,adf-travislongwell,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Inserts_updates_to_source,DatabricksNotebook,Transformation,lineage_issue_repro,adf-travislongwell,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Apples_copy1,DatabricksNotebook,Transformation,lineage_issue_repro,adf-travislongwell,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Bananas_copy1,DatabricksNotebook,Transformation,lineage_issue_repro,adf-travislongwell,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Job1,Unknown,Unknown,adf_direct_job_run_example,adf-travislongwell,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,Travis_Terraform_Workspace_Pool,[]
Notebook1,DatabricksNotebook,Transformation,pipeline1,maps-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Notebook1,DatabricksNotebook,Transformation,pipeline1,odoren-test,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Notebook2,DatabricksNotebook,Transformation,pipeline1,odoren-test,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Job1,Unknown,Unknown,run_serverless_notebook,durak-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,AzureDatabricks1,[]
Wait1,Wait,ControlFlow,pipeline1,rz-test-adf2,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
GetControlTableMetadata,DatabricksNotebook,Transformation,dynamic_linked_service_for_db_cluster,maps-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
ForEachControlItem,ForEach,ControlFlow,dynamic_linked_service_for_db_cluster,maps-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Execute_Data_Ingestion_Notebook,DatabricksNotebook,Transformation,pl_databricks_demo_serverless,durak-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Execute_Data_Transformation_Notebook,DatabricksNotebook,Transformation,pl_databricks_demo_serverless,durak-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Execute_Data_Export_Notebook,DatabricksNotebook,Transformation,pl_databricks_demo_serverless,durak-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Notebook1,DatabricksNotebook,Transformation,pipeline1,ie-adf-01,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Execute Workflow Run API,WebActivity,DataAccess,Databricks - Trigger Workflow,sz-adf-dbx2,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Wait Until Job Completes,Until,ControlFlow,Databricks - Trigger Workflow,sz-adf-dbx2,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Check Job Status,IfCondition,ControlFlow,Databricks - Trigger Workflow,sz-adf-dbx2,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Get Job Run URL,WebActivity,DataAccess,Databricks - Trigger Workflow,sz-adf-dbx2,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Set Run Page URL,SetVariable,ControlFlow,Databricks - Trigger Workflow,sz-adf-dbx2,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Execute Pipeline1,ExecutePipeline,ControlFlow,wrapper_job,adf-travislongwell,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Copy_5ze,Copy,DataMovement,Copy Test,DemoTelevisa,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
dbx_notebook,DatabricksNotebook,Transformation,test_pipeline,ppai-azure-df,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Wait1,Wait,ControlFlow,pipeline2,rz-test-adf2,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
ForEach_v4c,ForEach,ControlFlow,CopyAllTables,scott-black-data-factory,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
ForEach_Table,ForEach,ControlFlow,pipeline_table_ingestion,steven-psa-orchestration,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Copy Data1,Copy,DataMovement,pipeline1,scott-black-data-factory,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Copy Data2,Copy,DataMovement,pipeline1,scott-black-data-factory,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
left_python,DatabricksNotebook,Transformation,dbrx_only_pipeline_test,ADFLLMCOLLABRSA,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
right_python,DatabricksNotebook,Transformation,dbrx_only_pipeline_test,ADFLLMCOLLABRSA,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
left_sql,DatabricksNotebook,Transformation,dbrx_only_pipeline_test,ADFLLMCOLLABRSA,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
right_sql,DatabricksNotebook,Transformation,dbrx_only_pipeline_test,ADFLLMCOLLABRSA,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Ingest,DatabricksNotebook,Transformation,dbrx_pipeline_test,ADFLLMCOLLABRSA,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Agg,DatabricksNotebook,Transformation,dbrx_pipeline_test,ADFLLMCOLLABRSA,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Stored procedure1,SqlServerStoredProcedure,Transformation,pipeline_orchestrate_sp,ADFLLMCOLLABRSA,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Stored procedure2,SqlServerStoredProcedure,Transformation,pipeline_orchestrate_sp,ADFLLMCOLLABRSA,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Stored procedureFinal,SqlServerStoredProcedure,Transformation,pipeline_orchestrate_sp,ADFLLMCOLLABRSA,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
SalesETL,DatabricksNotebook,Transformation,cse_demo_pipeline,CSEdemoDataFactory,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
SendSuccessEmail,WebActivity,DataAccess,cse_demo_pipeline,CSEdemoDataFactory,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
SalesETLFailureEmail,WebActivity,DataAccess,cse_demo_pipeline,CSEdemoDataFactory,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Notebook1,DatabricksNotebook,Transformation,first_pipeline,CSEdemoDataFactory,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
ListObjectsFromOneGroup,ForEach,ControlFlow,MetadataDrivenCopyTask_nam_BottomLevel,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Ingest Customer,Copy,DataMovement,Ingest AdventureWorksOLTP to Landing,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Ingest ProductModel,Copy,DataMovement,Ingest AdventureWorksOLTP to Landing,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Ingest ProductDescription,Copy,DataMovement,Ingest AdventureWorksOLTP to Landing,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Ingest Product,Copy,DataMovement,Ingest AdventureWorksOLTP to Landing,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Ingest ProductModelProductDescription,Copy,DataMovement,Ingest AdventureWorksOLTP to Landing,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Ingest ProductCategory,Copy,DataMovement,Ingest AdventureWorksOLTP to Landing,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Ingest Address,Copy,DataMovement,Ingest AdventureWorksOLTP to Landing,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Ingest CustomerAddress,Copy,DataMovement,Ingest AdventureWorksOLTP to Landing,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Ingest SalesOrderDetail,Copy,DataMovement,Ingest AdventureWorksOLTP to Landing,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Ingest SalesOrderHeader,Copy,DataMovement,Ingest AdventureWorksOLTP to Landing,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
DivideOneBatchIntoMultipleGroups,ForEach,ControlFlow,MetadataDrivenCopyTask_nam_MiddleLevel,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
GetSumOfObjectsToCopy,Lookup,DataAccess,MetadataDrivenCopyTask_nam_TopLevel,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
CopyBatchesOfObjectsSequentially,ForEach,ControlFlow,MetadataDrivenCopyTask_nam_TopLevel,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Ingest Customer,Copy,DataMovement,Ingest AdventureWorksOLTP to Landing_JSON,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Ingest ProductModel,Copy,DataMovement,Ingest AdventureWorksOLTP to Landing_JSON,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Ingest ProductDescription,Copy,DataMovement,Ingest AdventureWorksOLTP to Landing_JSON,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Ingest Product,Copy,DataMovement,Ingest AdventureWorksOLTP to Landing_JSON,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Ingest ProductModelProductDescription,Copy,DataMovement,Ingest AdventureWorksOLTP to Landing_JSON,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Ingest ProductCategory,Copy,DataMovement,Ingest AdventureWorksOLTP to Landing_JSON,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Ingest Address,Copy,DataMovement,Ingest AdventureWorksOLTP to Landing_JSON,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Ingest CustomerAddress,Copy,DataMovement,Ingest AdventureWorksOLTP to Landing_JSON,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Ingest SalesOrderDetail,Copy,DataMovement,Ingest AdventureWorksOLTP to Landing_JSON,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Ingest SalesOrderHeader,Copy,DataMovement,Ingest AdventureWorksOLTP to Landing_JSON,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Execute Jobs API,WebActivity,DataAccess,Execute Databricks Job using MI with parms,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Wait Until Job Completes,Until,ControlFlow,Execute Databricks Job using MI with parms,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Execute Jobs APIs,WebActivity,DataAccess,Web Activity Job Execution,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Execute Jobs API,WebActivity,DataAccess,Execute Databricks Job using MI with parms_noparms,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Wait Until Job Completes,Until,ControlFlow,Execute Databricks Job using MI with parms_noparms,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Check Job Run APIs,WebActivity,DataAccess,Web Activity Job Run MI_2_1,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
copy_maintenance_header to delta,Copy,DataMovement,fleetmaintenance-copy_toDelta_copy1,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
copy_maintenance_header to delta,Copy,DataMovement,fleetmaintenance-copy_toDelta,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Execute Jobs API,WebActivity,DataAccess,Execute Databricks Job using MI,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Wait Until Job Completes,Until,ControlFlow,Execute Databricks Job using MI,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Execute List Runs APIs,WebActivity,DataAccess,Web Activity List Runs MI,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
copy_maintenance_header to delta,Copy,DataMovement,Delta-copyTo-fleetmaintenance2,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Read_Data_From_Source,ForEach,ControlFlow,End_2_End_Data_Loading,nshetty-test,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Data Flow Delta,ExecuteDataFlow,Transformation,Data Flow with Delta,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Execute Jobs APIs,WebActivity,DataAccess,Web Activity Job Execution MI_2_0,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Execute Pipeline,ExecutePipeline,ControlFlow,Execute Databricks Job - ADF MultiTask Test,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Call Delta Sharing API,WebActivity,DataAccess,Delta Sharing APIs2,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Set variable1,SetVariable,ControlFlow,Delta Sharing APIs2,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
copy_maintenance_header to landing,Copy,DataMovement,fleetmaintenance-copy,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
copy_power_output to landing,Copy,DataMovement,fleetmaintenance-copy,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
execute batch delta load,DatabricksNotebook,Transformation,fleetmaintenance-copy,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Web1,WebActivity,DataAccess,AKV API Test,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Copy data1,Copy,DataMovement,DBSQL_ODBC,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
copy_maintenance_header,Copy,DataMovement,fleetmaintenance-copy_detailed,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
copy_power_output,Copy,DataMovement,fleetmaintenance-copy_detailed,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
execute batch delta load,DatabricksNotebook,Transformation,fleetmaintenance-copy_detailed,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Set maintenance_header_ETLTimestamp,SqlServerStoredProcedure,Transformation,fleetmaintenance-copy_detailed,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Get maintenance_header_ETLTimestamp,Lookup,DataAccess,fleetmaintenance-copy_detailed,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Get power_output_ETLTimestamp,Lookup,DataAccess,fleetmaintenance-copy_detailed,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Set power_output_ETLTimestamp,SqlServerStoredProcedure,Transformation,fleetmaintenance-copy_detailed,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Execute Jobs APIs,WebActivity,DataAccess,Web Activity Job Execution MI_2_1,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Notebook1,DatabricksNotebook,Transformation,ACL Testing,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
UC Pipeline Test,DatabricksNotebook,Transformation,UC Test pipeline 2,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Update DLT Pipeline,WebActivity,DataAccess,Execute Databricks DLT Pipeline using MI,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Execute DLT Pipeline,WebActivity,DataAccess,Execute Databricks DLT Pipeline using MI,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Wait Until Job Completes,Until,ControlFlow,Execute Databricks DLT Pipeline using MI,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
UC Pipeline Test,DatabricksNotebook,Transformation,UC Test pipeline,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Notebook1,DatabricksNotebook,Transformation,Full Path,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Call Delta Sharing API,WebActivity,DataAccess,Delta Sharing APIs,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Set variable1,SetVariable,ControlFlow,Delta Sharing APIs,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
ForEach1,ForEach,ControlFlow,Delta Sharing APIs,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Copy data to ADLS ODBC,Copy,DataMovement,PL_ODBC_Decrypt_Generic,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Get Metadata Of Previous Files,GetMetadata,DataAccess,PL_ODBC_Decrypt_Generic,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
If Exists,IfCondition,ControlFlow,PL_ODBC_Decrypt_Generic,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Insert Log Success,SqlServerStoredProcedure,Transformation,PL_ODBC_Decrypt_Generic,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Insert Log Failure,SqlServerStoredProcedure,Transformation,PL_ODBC_Decrypt_Generic,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Execute PAT API,WebActivity,DataAccess,PAT API to AKV Secret,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
AKV Create PAT Secrete,WebActivity,DataAccess,PAT API to AKV Secret,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
UC Pipeline Test,DatabricksNotebook,Transformation,UC Test pipeline 3,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Call Delta Sharing API,WebActivity,DataAccess,Delta Sharing APIs_copy1,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Set variable1,SetVariable,ControlFlow,Delta Sharing APIs_copy1,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
ForEach1,ForEach,ControlFlow,Delta Sharing APIs_copy1,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Get Metadata,GetMetadata,DataAccess,PL_Generic_File_Load,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
ForEach File,ForEach,ControlFlow,PL_Generic_File_Load,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
LookupCurrentChangeTrackingVersionActivity,Lookup,DataAccess,PL_Generic_SQL_CHANGETRACKING,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
LookupLastChangeTrackingVersionActivity,Lookup,DataAccess,PL_Generic_SQL_CHANGETRACKING,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Incremental Data Copy,Copy,DataMovement,PL_Generic_SQL_CHANGETRACKING,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
updatechnagetracking,SqlServerStoredProcedure,Transformation,PL_Generic_SQL_CHANGETRACKING,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Insert Log Success,SqlServerStoredProcedure,Transformation,PL_Generic_SQL_CHANGETRACKING,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Insert Log Failure,SqlServerStoredProcedure,Transformation,PL_Generic_SQL_CHANGETRACKING,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
