activity_name,activity_type,activity_category,pipeline_name,factory_name,factory_type,subscription_id,subscription_name,ir_type,linked_service,depends_on
Foreach,ForEach,ControlFlow,pl_parent_pipeline,amanpsdatafactory,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
dbks Job,WebActivity,DataAccess,MT API Call,adf-laurent,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Get PAT Token,WebActivity,DataAccess,MT API Call,adf-laurent,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Until1,Until,ControlFlow,MT API Call,adf-laurent,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
execute_query_on_warehouse,WebActivity,DataAccess,read_delta_dataset,amanpsdatafactory,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
set_statement_id,SetVariable,ControlFlow,read_delta_dataset,amanpsdatafactory,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
collect_result_chunk_count,WebActivity,DataAccess,read_delta_dataset,amanpsdatafactory,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
set_total_chunks,SetVariable,ControlFlow,read_delta_dataset,amanpsdatafactory,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
for_each_chunk,ForEach,ControlFlow,read_delta_dataset,amanpsdatafactory,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Ingest raw files - Taxi,DatabricksNotebook,Transformation,taxi_data_pipeline_uc_migration,ps-west-europe-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Bronze to Silver - Taxi,DatabricksNotebook,Transformation,taxi_data_pipeline_uc_migration,ps-west-europe-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Zip code reference data,DatabricksNotebook,Transformation,taxi_data_pipeline_uc_migration,ps-west-europe-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Silver to Gold - Taxi,DatabricksNotebook,Transformation,taxi_data_pipeline_uc_migration,ps-west-europe-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Testing,DatabricksNotebook,Transformation,pipeline1,adf-ut41f,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Web1,WebActivity,DataAccess,run_job,adf-ut41f,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
lifecycle_run,SetVariable,ControlFlow,run_job,adf-ut41f,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Until1,Until,ControlFlow,run_job,adf-ut41f,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
job_output,SetVariable,ControlFlow,run_job,adf-ut41f,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
ForEach1,ForEach,ControlFlow,SOAP_API_call,adf-demo-snehil,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Lookup2,Lookup,DataAccess,SOAP_API_call,adf-demo-snehil,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Notebook1,DatabricksNotebook,Transformation,Pipeline-UC-Job,AzureGoFast,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
AT_Execute_Jobs_API,WebActivity,DataAccess,PL_EXEC_ADB_Workflow,ps-west-europe-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
AT_Wait_Until_Job_Completes,Until,ControlFlow,PL_EXEC_ADB_Workflow,ps-west-europe-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
AT_Job_State_Check,IfCondition,ControlFlow,PL_EXEC_ADB_Workflow,ps-west-europe-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Execute Workflow Run API,WebActivity,DataAccess,Databricks - Trigger Workflow,ps-west-europe-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Wait Until Job Completes,Until,ControlFlow,Databricks - Trigger Workflow,ps-west-europe-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Check Job Status,IfCondition,ControlFlow,Databricks - Trigger Workflow,ps-west-europe-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Get Job Run URL,WebActivity,DataAccess,Databricks - Trigger Workflow,ps-west-europe-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Set Run Page URL,SetVariable,ControlFlow,Databricks - Trigger Workflow,ps-west-europe-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
ForEach1,ForEach,ControlFlow,re_use_pipe,adf-ut41f,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Set variable1,SetVariable,ControlFlow,re_use_pipe,adf-ut41f,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Parent,DatabricksNotebook,Transformation,pipeline1,adf-demo-snehil,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Child,DatabricksNotebook,Transformation,pipeline1,adf-demo-snehil,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Job1,Unknown,Unknown,pipeline1,monusine,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,AzureDatabricks1,[]
Web1,WebActivity,DataAccess,pipeline1,monusine,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Set variable1,SetVariable,ControlFlow,pipeline1,monusine,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Job2,Unknown,Unknown,pipeline1,monusine,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,AzureDatabricks1,[]
Get Metadata1,GetMetadata,DataAccess,pipeline2,adf-demo-snehil,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
ForEach1,ForEach,ControlFlow,pipeline2,adf-demo-snehil,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Job1,Unknown,Unknown,pipeline1,adf-jaspertesting-001,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,adb_jaspertesting_001,[]
Execute Jobs API,WebActivity,DataAccess,Databricks - Run Serverless Notebook,monusine,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Wait Until Job Completes,Until,ControlFlow,Databricks - Run Serverless Notebook,monusine,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Check Job Status,IfCondition,ControlFlow,Databricks - Run Serverless Notebook,monusine,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Get Job Run URL,WebActivity,DataAccess,Databricks - Run Serverless Notebook,monusine,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Set Run Page URL,SetVariable,ControlFlow,Databricks - Run Serverless Notebook,monusine,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Get Job Output,WebActivity,DataAccess,Databricks - Run Serverless Notebook,monusine,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Set Notebook Output Result,SetVariable,ControlFlow,Databricks - Run Serverless Notebook,monusine,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Copy data1,Copy,DataMovement,pipeline1,mweu-adf-d-kanchwala-001,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Notebook1,DatabricksNotebook,Transformation,Execute notebook compute,monusine,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Run Databricks Job,WebActivity,DataAccess,onboarding1,craig-test-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Wait until job completes,Until,ControlFlow,onboarding1,craig-test-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Get secret,WebActivity,DataAccess,onboarding1,craig-test-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Execute Jobs API,WebActivity,DataAccess,pipeline1,test-adf-btafur,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Wait Until Job Completes,Until,ControlFlow,pipeline1,test-adf-btafur,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Job State Check,IfCondition,ControlFlow,pipeline1,test-adf-btafur,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
RunNow,WebActivity,DataAccess,DatabricksJobTrigger,test-adf-btafur,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Until1,Until,ControlFlow,DatabricksJobTrigger,test-adf-btafur,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
ks02-notebook-test,DatabricksNotebook,Transformation,ks02-notebook-test,ks02-demo,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Copy_kwj,Copy,DataMovement,CopyPipeline_otis_adls_gen2,adf-otis-cosmosdb,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
covid append,DatabricksNotebook,Transformation,pipeline1,bnelsondatafactory,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
WebAct_get_all_jobs_ids,WebActivity,DataAccess,pipeline2,adf-fries-mohammad-khelghati-databricks-com,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
ForEach1,ForEach,ControlFlow,pipeline2,adf-fries-mohammad-khelghati-databricks-com,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Web1_set_permission,WebActivity,DataAccess,pipeline1,adf-fries-mohammad-khelghati-databricks-com,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Web2_get_all_jobs_ids,WebActivity,DataAccess,pipeline1,adf-fries-mohammad-khelghati-databricks-com,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Copy_efm,Copy,DataMovement,movefromcsv,rrcadfvivo,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Execute Jobs API,WebActivity,DataAccess,Databricks - Run Serverless Notebook,ps-west-europe-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Wait Until Job Completes,Until,ControlFlow,Databricks - Run Serverless Notebook,ps-west-europe-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Check Job Status,IfCondition,ControlFlow,Databricks - Run Serverless Notebook,ps-west-europe-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Get Job Run URL,WebActivity,DataAccess,Databricks - Run Serverless Notebook,ps-west-europe-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Set Run Page URL,SetVariable,ControlFlow,Databricks - Run Serverless Notebook,ps-west-europe-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Get Job Output,WebActivity,DataAccess,Databricks - Run Serverless Notebook,ps-west-europe-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Set Notebook Output Result,SetVariable,ControlFlow,Databricks - Run Serverless Notebook,ps-west-europe-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Copy_fmo,Copy,DataMovement,CopyPipeline_adls_cosmos,adf-otis-cosmosdb,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Execute Job,WebActivity,DataAccess,pipeline2test,volvo-demo,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Notebook1,DatabricksNotebook,Transformation,tomi_dummy_pipeline,bnelsondatafactory,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Copy data1,Copy,DataMovement,pipeline2,bnelsondatafactory,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Notebook1,DatabricksNotebook,Transformation,pipeline1,volvo-demo,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Retrieve and save raw data,DatabricksNotebook,Transformation,pipe_babynameProcess,wyiadf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Save data to delta,DatabricksNotebook,Transformation,pipe_babynameProcess,wyiadf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
aggregate babynames,DatabricksNotebook,Transformation,pipe_babynameProcess,wyiadf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
ForEach_2da,ForEach,ControlFlow,copy_salesforce,bilal-salesforce-factory,ADF,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,Azure,,[]
Copy data1,Copy,DataMovement,CopyADLStoDeltaLake,adf-fe-uae-01,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Notebook1,DatabricksNotebook,Transformation,pipeline1,guanjie-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Wait1,Wait,ControlFlow,pipeline1,bilal-cicd,ADF,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,Azure,,[]
Execute Job,WebActivity,DataAccess,Execute databricks job,volvo-demo,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Wait Until job completes,Until,ControlFlow,Execute databricks job,volvo-demo,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
List,SetVariable,ControlFlow,control_flow,competitive-factory,ADF,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,Azure,,[]
LoopNotebooks,ForEach,ControlFlow,control_flow,competitive-factory,ADF,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,Azure,,[]
ListFirst,SetVariable,ControlFlow,control_flow,competitive-factory,ADF,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,Azure,,[]
If Condition1,IfCondition,ControlFlow,control_flow,competitive-factory,ADF,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,Azure,,[]
simpletest,DatabricksNotebook,Transformation,managedIRtest,bnelsondatafactory,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Notebook1,DatabricksNotebook,Transformation,pipeline2,chang-fwd-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Azure,,[]
Copy_g4l,Copy,DataMovement,CopyPipeline_g4l,ray-data-factory-1,ADF,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,Azure,,[]
Copy_lem,Copy,DataMovement,CopyPipeline_lem,ray-data-factory-1,ADF,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,Azure,,[]
Check if file exists,Validation,ControlFlow,pl_ingest_population_data,adf-adr,ADF,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,Azure,,[]
Get File Metadata,GetMetadata,DataAccess,pl_ingest_population_data,adf-adr,ADF,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,Azure,,[]
If Column Count Matches,IfCondition,ControlFlow,pl_ingest_population_data,adf-adr,ADF,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,Azure,,[]
Lookup ECDC File List,Lookup,DataAccess,pl_ingest_ecdc_data,adf-adr,ADF,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,Azure,,[]
Execute Copy for Every Record,ForEach,ControlFlow,pl_ingest_ecdc_data,adf-adr,ADF,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,Azure,,[]
df_transform_cases_and_deaths,ExecuteDataFlow,Transformation,pl_process_cases_and_deaths_data,adf-adr,ADF,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,Azure,,[]
Execute Jobs API,WebActivity,DataAccess,databricks_job_web_activity,tfayyaz-ne-adf,ADF,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,Azure,,[]
Wait Until Job Completes,Until,ControlFlow,databricks_job_web_activity,tfayyaz-ne-adf,ADF,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,Azure,,[]
catch skip,AppendVariable,ControlFlow,databricks_job_web_activity,tfayyaz-ne-adf,ADF,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,Azure,,[]
catch success,AppendVariable,ControlFlow,databricks_job_web_activity,tfayyaz-ne-adf,ADF,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,Azure,,[]
catch fail,AppendVariable,ControlFlow,databricks_job_web_activity,tfayyaz-ne-adf,ADF,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,Azure,,[]
catch completion,AppendVariable,ControlFlow,databricks_job_web_activity,tfayyaz-ne-adf,ADF,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,Azure,,[]
Execute Jobs API,WebActivity,DataAccess,databricks_job_hello_world,tfayyaz-ne-adf,ADF,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,Azure,,[]
Wait Until Job Completes,Until,ControlFlow,databricks_job_hello_world,tfayyaz-ne-adf,ADF,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,Azure,,[]
Copy_ivn,Copy,DataMovement,CopyPipeline_ivn,tfayyaz-ne-adf,ADF,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,Azure,,[]
Copy_Cloudflare_Logs,Copy,DataMovement,Copy_JSON_to_Parquet_Snappy,tfayyaz-ne-adf,ADF,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,Azure,,[]
Copy_Machine_Logs,Copy,DataMovement,Copy_JSON_to_Parquet_Snappy,tfayyaz-ne-adf,ADF,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,Azure,,[]
Copy_k3m,Copy,DataMovement,CopyPipeline_Yellow_Parquet,tfayyaz-west-us-adf,ADF,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,Azure,,[]
Notebook1,DatabricksNotebook,Transformation,pipeline1,tfayyaz-ne-adf,ADF,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,Azure,,[]
Notebook1_copy1,DatabricksNotebook,Transformation,pipeline1,tfayyaz-ne-adf,ADF,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,Azure,,[]
Notebook1,DatabricksNotebook,Transformation,databricks_uc_test_none_accessmode,pmt-adf-west-us,ADF,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,Azure,,[]
Copy_bn5,Copy,DataMovement,CopyPipeline_bn5,tfayyaz-ne-adf,ADF,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,Azure,,[]
Notebook1,DatabricksNotebook,Transformation,databricks_uc_test_shared_policy,pmt-adf-west-us,ADF,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,Azure,,[]
Ingest Circuits,DatabricksNotebook,Transformation,pl_adriana,pmt-adf-west-us,ADF,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,Azure,,[]
Execute Jobs API,WebActivity,DataAccess,Attempt 2,adf-tanishq,ADF,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,Azure,,[]
Wait Until Job Completes,Until,ControlFlow,Attempt 2,adf-tanishq,ADF,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,Azure,,[]
HelloWorldFAT,DatabricksNotebook,Transformation,FileArrivalANDTableUpdate,adf-tanishq,ADF,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,Azure,,[]
Execute Databricks Job using MI,ExecutePipeline,ControlFlow,Master pipeline 2,adf-tanishq,ADF,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,Azure,,[]
HelloWorld,DatabricksNotebook,Transformation,Multiple Schedules,adf-tanishq,ADF,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,Azure,,[]
HelloWorldManual,DatabricksNotebook,Transformation,HelloWorldManual,adf-tanishq,ADF,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,Azure,,[]
Execute Jobs API,WebActivity,DataAccess,Execute Databricks Job using MI,adf-tanishq,ADF,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,Azure,,[]
Until,Until,ControlFlow,Execute Databricks Job using MI,adf-tanishq,ADF,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,Azure,,[]
HelloWorld,DatabricksNotebook,Transformation,HelloWorld,adf-tanishq,ADF,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,Azure,,[]
WaitForIt,Wait,ControlFlow,pipeline1,saad-dev-factory,ADF,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,Azure,,[]
CopyAccounts,Copy,DataMovement,DatabricksNotebooks,adf-runs,ADF,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,Azure,,[]
Copy_nmh,Copy,DataMovement,CopyPipeline_nmh,pmt-adf-jason-ping-sftp,ADF,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,Azure,,[]
RunServerlessJob,Unknown,Unknown,NativeDatabricksJobPipeline,pmt-adf-eastus2-tahir,ADF,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,Azure,DatabricksServerlessLinkedService,[]
DivideOneBatchIntoMultipleGroups,ForEach,ControlFlow,MetadataDrivenCopyTask_tdk_MiddleLevel,rayzhu-sf,ADF,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,Azure,,[]
Copy_vgw,Copy,DataMovement,CopyPipeline_vgw,rayzhu-sf,ADF,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,Azure,,[]
Copy_vmu_copy1,Copy,DataMovement,pipeline_warehousemigration_load,pmt_fabric_ws,Fabric,,,Azure,,[]
Copy_t2y,Copy,DataMovement,pipeline_warehousemigration_customer,pmt_fabric_ws,Fabric,,,Azure,,[]
Copy_r07,Copy,DataMovement,pipeline1,pmt_fabric_ws,Fabric,,,Azure,,[]
GetSumOfObjectsToCopy,Lookup,DataAccess,MetadataDrivenCopyTask_tdk_TopLevel,rayzhu-sf,ADF,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,Azure,,[]
CopyBatchesOfObjectsSequentially,ForEach,ControlFlow,MetadataDrivenCopyTask_tdk_TopLevel,rayzhu-sf,ADF,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,Azure,,[]
Copy_qyz,Copy,DataMovement,taxi_data_pipeline,pmt_fabric_ws,Fabric,,,Azure,,[]
Copy_1s2,Copy,DataMovement,CopyPipeline_jason_sftp_test_dale_server,pmt-adf-jason-ping-sftp,ADF,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,Azure,,[]
Copy data1,Copy,DataMovement,CUJ_FF_01_PL,pmt_fabric_ws,Fabric,,,Azure,,"[""Delete data1""]"
Delete data1,Delete,DataAccess,CUJ_FF_01_PL,pmt_fabric_ws,Fabric,,,Azure,,[]
Clean data,TridentNotebook,Unknown,CUJ_FF_01_PL,pmt_fabric_ws,Fabric,,,Azure,,"[""Copy data1""]"
ListObjectsFromOneGroup,ForEach,ControlFlow,MetadataDrivenCopyTask_tdk_BottomLevel,rayzhu-sf,ADF,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,Azure,,[]
RunTestNotebook,DatabricksNotebook,Transformation,TestDatabricksNotebookPipeline,pmt-adf-eastus2-tahir,ADF,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,Azure,,[]
TriggerServerlessJob,WebActivity,DataAccess,TriggerServerlessDatabricksJob,pmt-adf-eastus2-tahir,ADF,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,Azure,,[]
WaitForJobCompletion,Until,ControlFlow,TriggerServerlessDatabricksJob,pmt-adf-eastus2-tahir,ADF,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,Azure,,[]
Copy_2x9,Copy,DataMovement,aw_test_pipeline,pmt_fabric_ws,Fabric,,,Azure,,[]
Copy_84m,Copy,DataMovement,PoliceDataLoad,pmt_fabric_ws,Fabric,,,Azure,,[]
Pipeline to Warehouse Copy,Copy,DataMovement,pipeline_to_warehouse_copy,pmt_fabric_ws,Fabric,,,Azure,,[]
Copy_ey2,Copy,DataMovement,loaddw_from_lh,pmt_fabric_ws,Fabric,,,Azure,,[]
Copy_y03,Copy,DataMovement,pipeline_to_lakehouse_single_file,pmt_fabric_ws,Fabric,,,Azure,,[]
Copy_2o3,Copy,DataMovement,LoadUKPropertyCSV,pmt_fabric_ws,Fabric,,,Azure,,[]
Copy_men,Copy,DataMovement,LoadfromLakehouse,pmt_fabric_ws,Fabric,,,Azure,,[]
Copy_qmb,Copy,DataMovement,warehousemigration_pipeline3,pmt_fabric_ws,Fabric,,,Azure,,[]
Copy_2o3,Copy,DataMovement,LoadUKPropertyCSV_CUJ5,pmt_fabric_ws,Fabric,,,Azure,,[]
Copy_9d7,Copy,DataMovement,pipeline_to_lakehouse,pmt_fabric_ws,Fabric,,,Azure,,[]
Copy_gcd,Copy,DataMovement,pipeline_parquet,pmt_fabric_ws,Fabric,,,Azure,,[]
Copy_gcd_copy1,Copy,DataMovement,pipeline_parquet,pmt_fabric_ws,Fabric,,,Azure,,[]
Copy_gn3,Copy,DataMovement,pipeline_to_warehouse_single_file,pmt_fabric_ws,Fabric,,,Azure,,[]
Copy_e2g,Copy,DataMovement,pipeline_to_warehouse_single_file_2,pmt_fabric_ws,Fabric,,,Azure,,[]
Copy_publishoutcomes,Copy,DataMovement,getadlsdata_test2,pmt_fabric_ws,Fabric,,,Azure,,[]
Copy_g8k,Copy,DataMovement,pipeline2,pmt_fabric_ws,Fabric,,,Azure,,[]
Notebook1,TridentNotebook,Unknown,taxi_data_notebook_pipeline,pmt_fabric_ws,Fabric,,,Azure,,[]
CopyNewFiles,Copy,DataMovement,testtriggers_wasim,pmt_fabric_ws,Fabric,,,Azure,,[]
Copy_dimdate,Copy,DataMovement,warehousemigration_pipeline4,pmt_fabric_ws,Fabric,,,Azure,,[]
Copy_customer_address3,Copy,DataMovement,warehousemigration_pipeline4,pmt_fabric_ws,Fabric,,,Azure,,[]
